PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,Control_R1.raw.PG.Quantity,Control_R1.raw.PG.NrOfPrecursorsMeasured,Control_R1.raw.PG.NrOfStrippedSequencesIdentified,Control_R2.raw.PG.Quantity,Control_R2.raw.PG.NrOfPrecursorsMeasured,Control_R2.raw.PG.NrOfStrippedSequencesIdentified,Control_R3.raw.PG.Quantity,Control_R3.raw.PG.NrOfPrecursorsMeasured,Control_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R1.raw.PG.Quantity,TreatmentA_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R2.raw.PG.Quantity,TreatmentA_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R3.raw.PG.Quantity,TreatmentA_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R1.raw.PG.Quantity,TreatmentB_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R2.raw.PG.Quantity,TreatmentB_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R3.raw.PG.Quantity,TreatmentB_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R3.raw.PG.NrOfStrippedSequencesIdentified,PG.Log2FC,PG.Pvalue
P00713,GENE0713,Protein description 713,GENE0713_HUMAN,5784.0349755627385,3,3,5834.822767440791,4,3,,5,4,5597.262633892386,4,3,5564.550627886807,4,4,9644.176273087527,4,3,4330.773886692505,5,3,4526.630462800323,5,3,4986.906984075684,4,3,0.20516566092059385,0.588430671906364
P00714,GENE0714,Protein description 714,GENE0714_HUMAN,38542.83807607385,12,4,34317.00830357927,11,4,33881.433566063686,13,5,40216.36709496975,11,5,40587.090563260455,11,4,34267.03715600314,11,4,25244.487363128665,13,4,23761.871224106228,13,5,26668.70594864686,11,4,0.10658121120964736,0.34193791061733914
P00715,GENE0715,Protein description 715,GENE0715_HUMAN,29608.374806920652,5,4,27498.270417557436,5,4,26626.823938553647,7,3,24877.958595482403,6,4,21582.119028389574,5,4,25518.618913307895,7,4,20707.682528990492,7,4,23871.792863615858,7,4,,7,4,-0.22065721839821073,0.06585466482976939
P00716,GENE0716,Protein description 716,GENE0716_HUMAN,3437.5783557468103,4,2,,3,1,4225.376994985147,4,2,64014.52024610712,5,1,65608.28514014167,5,2,54358.19487764443,5,2,3082.4101675184875,5,1,3110.158401097502,3,1,2598.7950416874864,4,2,4.003283344140003,0.00013026828422436448
P00717,GENE0717,Protein description 717,GENE0717_HUMAN,2124.773821420648,4,3,2522.5603925823425,5,4,1727.5218004557323,3,3,2517.874246437857,4,3,2657.559136752574,4,4,2589.644080657804,4,4,1938.018543009115,3,3,1640.4680784754642,4,3,1787.054979589603,5,3,0.30138661699215064,0.1318035060572219
P00718,GENE0718,Protein description 718,GENE0718_HUMAN,116945.68283681112,6,4,98638.31208071817,7,4,112355.43895237101,5,3,121725.61950247525,6,3,129913.70295855655,7,3,123140.97413331723,7,3,75146.05847589576,6,3,96712.71400035813,7,4,107939.12662144504,7,3,0.19578958452573048,0.06969054878447316
P00719,GENE0719,Protein description 719,GENE0719_HUMAN,16758.513251605957,12,6,21672.896933147,11,7,19709.084308799902,13,6,21679.281688353403,13,7,23966.518787989447,11,7,20221.062871590057,12,7,17223.745484353745,11,7,14652.86232805783,12,7,16708.614487663803,13,7,0.1845164116374498,0.22759761762365438
P00720,GENE0720,Protein description 720,GENE0720_HUMAN,4942.864526013703,6,5,5032.519614415802,6,5,6437.73576856787,7,5,6750.05323859796,8,4,7252.684114593457,7,5,6012.05089651797,8,5,5013.802097832767,8,5,5895.116567753741,8,5,5613.139817505126,8,4,0.29269649963119804,0.11562911245440059
P00721,GENE0721,Protein description 721,GENE0721_HUMAN,28970.106875167192,13,4,30923.19569994546,14,5,26077.443432211712,15,5,29215.003429132343,13,5,34853.783650633784,13,5,38792.01273351687,15,4,25517.435212880315,15,5,26415.439292838375,13,5,25830.29165792557,14,4,0.25257583555121066,0.14360984113712985
P00722,GENE0722,Protein description 722,GENE0722_HUMAN,265963.24071892345,12,5,220602.79446406587,12,4,254029.88059371727,10,4,250357.67339960177,12,4,275547.0492503343,12,4,254472.3929077547,10,5,193455.5102599758,10,5,239928.80321710045,11,4,209411.2072909131,10,5,0.07870745617345776,0.4392405293789274
P00723,GENE0723,Protein description 723,GENE0723_HUMAN,690.7847022554682,5,3,693.1597827411558,5,4,471.0061915988735,5,4,609.8634925781625,6,3,792.3915193602774,5,3,593.786533901506,5,3,603.1114526215133,6,4,684.5253880998058,4,4,594.2549094731869,5,4,0.11582468715577399,0.6377902722494866
P00724,GENE0724,Protein description 724,GENE0724_HUMAN,2449.7521427269467,3,6,2321.9672368335264,3,7,2813.2032715015866,3,7,571.8017522979858,5,7,475.1036009384914,4,6,478.0673184203947,3,7,2377.9451810178152,3,6,1976.6865101867859,5,7,1905.8263803882098,4,6,-2.315003508064324,4.3040711649536685e-05
P00725,GENE0725,Protein description 725,GENE0725_HUMAN,6350.184068686621,15,6,6795.764495190498,14,5,5792.785602834151,14,5,7824.256781465932,14,5,8567.169003831797,13,6,8264.451091113246,13,6,5745.466342877333,15,5,4729.664465305599,13,5,6506.417283333475,15,5,0.3826665767159412,0.007595757684525665
P00726,GENE0726,Protein description 726,GENE0726_HUMAN,503320.640815036,12,7,398013.7474002764,12,8,346326.01973162545,13,8,486010.4332514327,14,8,461331.7544313064,13,7,506006.71268287185,12,8,391968.05340389453,12,7,342537.819911416,12,8,378932.3537299738,12,8,0.23650720014891036,0.2182044990229631
P00727,GENE0727,Protein description 727,GENE0727_HUMAN,46755.38078419847,3,5,68285.79571575849,3,5,43093.332154238386,3,4,71668.84640992788,2,4,60296.5325896969,3,4,71768.01817532428,2,5,52469.902485977356,4,5,56738.18923108069,4,5,57323.831401694595,4,4,0.3908598938172059,0.1516253272823847
P00728,GENE0728,Protein description 728,GENE0728_HUMAN,,7,1,152531.28281898366,7,1,119023.54044163592,5,1,141952.27924518462,6,2,130858.01699981572,6,2,141253.0166598034,5,2,108658.25524391161,7,2,144605.61344094234,5,1,117598.1707416212,6,2,0.033720621386301275,0.8277092283255614
P00729,GENE0729,Protein description 729,GENE0729_HUMAN,4521.089870163629,11,5,4304.775185140015,10,6,4090.3078265203835,12,6,4942.693168415904,12,5,5124.091565852796,11,5,,10,5,3425.6003987355994,12,5,4580.934472857062,10,6,3815.9246054987434,10,5,0.22635749906231695,0.028835084996144778
P00730,GENE0730,Protein description 730,GENE0730_HUMAN,4824.165071011133,15,4,4407.967293593321,15,4,,15,4,5288.341389508494,13,4,5204.828527523521,13,3,4264.634244603907,15,4,3700.749508807899,13,4,3265.8286972241713,15,3,3272.4039148809106,13,3,0.0864995910436388,0.5745625824250666
P00731,GENE0731,Protein description 731,GENE0731_HUMAN,57022.53848398917,13,2,65007.3048279373,13,1,60989.44259148098,13,1,864703.2088521636,14,2,1170983.7739231891,12,2,1113764.2213187825,13,1,11399.256997452836,12,1,8914.803997316516,12,2,12545.33205524447,12,1,4.094772272529637,9.609192360433913e-06
P00732,GENE0732,Protein description 732,GENE0732_HUMAN,34970.41228702997,5,6,41298.44942376072,4,6,,5,6,,4,6,42592.19183516029,4,7,39512.088801343336,4,7,27256.825470432763,4,7,,5,7,25531.83333941034,6,7,0.11033033489502486,0.49013589781596845
P00733,GENE0733,Protein description 733,GENE0733_HUMAN,67872.7864867141,13,6,81800.01475604817,12,6,102906.61915064866,12,5,105268.06286012245,13,5,92134.90405573384,12,5,115871.017301989,13,6,88133.87712386678,14,5,72602.82393112207,13,6,72886.22289708302,13,6,0.32533110937075804,0.17631291983894973
P00734,GENE0734,Protein description 734,GENE0734_HUMAN,,11,5,22996.972263555443,10,6,27796.37244476543,11,5,25425.53795875366,11,6,29529.653285801563,12,6,31875.775452615282,12,5,21533.216373083214,10,5,25447.37038672715,11,5,18581.271065486508,11,5,0.1887974446536873,0.32367478309482955
P00735,GENE0735,Protein description 735,GENE0735_HUMAN,45584.31315826809,8,5,60818.7927610906,9,5,52592.70942374427,8,5,67122.57866110036,9,6,68719.3544954322,7,6,57235.430978598124,8,6,6541.406311884863,8,6,6306.776864111466,8,6,6997.7044018378665,8,6,0.285501898244906,0.12199554459132034
P00736,GENE0736,Protein description 736,GENE0736_HUMAN,,7,8,39017.149334765694,7,7,44818.86686615955,6,7,48437.58935990221,6,8,58395.567952048674,7,7,44706.85390084412,5,8,29195.90454686888,6,8,35702.11713673309,7,8,37925.34529594246,6,7,0.26338671437009076,0.209051197217362
P00737,GENE0737,Protein description 737,GENE0737_HUMAN,159466.39146478285,13,6,139057.42309163482,12,5,139864.84022807432,12,6,121959.57671991001,13,5,140371.24945594757,11,5,128755.30592431893,11,5,98137.38529834754,12,5,125056.04879060629,13,6,103010.56905285391,11,6,-0.1642280287263418,0.13364540414372206
P00738,GENE0738,Protein description 738,GENE0738_HUMAN,115341.37673243415,12,5,110489.74936713901,12,5,148624.45423956853,13,6,141139.031069018,12,5,129936.86614495362,12,5,134544.98868518195,12,6,150060.28756436866,12,5,89838.06286685423,13,5,123945.02009432222,13,5,0.12717409749010855,0.40850148377484663
P00739,GENE0739,Protein description 739,GENE0739_HUMAN,1777.0035737399055,13,7,2065.973261721862,13,6,2164.5544949504997,12,7,2003.8802687824912,13,6,2184.0274941560046,14,7,2330.019237225606,14,7,1482.1041989024907,13,7,1787.817532573076,14,6,1778.751411142627,12,6,0.11993030232979507,0.3232023329338813
P00740,GENE0740,Protein description 740,GENE0740_HUMAN,707.0100627663035,8,6,844.0573847592199,8,7,781.9639606991034,8,7,10992.26363598325,7,7,10087.926883595868,7,6,10450.920351793651,7,6,566.1121334522088,7,7,531.7298515590672,8,6,565.7852119290488,7,7,3.759380949682594,1.3726712894816913e-06
P00741,GENE0741,Protein description 741,GENE0741_HUMAN,188277.32442629136,6,5,176449.5566733648,5,6,155795.48115977895,6,6,171192.65524406638,4,6,252840.66166388296,5,6,222392.96032439556,6,6,149510.6503479244,5,5,154018.30474308084,4,5,149011.20736075417,6,6,0.29839732425989496,0.1800529897051905
P00742,GENE0742,Protein description 742,GENE0742_HUMAN,269235.9075062736,13,1,282820.89058967074,12,2,242873.15068569407,14,2,301145.01887907786,14,2,297840.18323769426,12,2,328844.07302556257,12,2,238589.49725039,14,2,216066.73124489552,12,2,239311.09195100638,12,2,0.22447931360380124,0.04670524156727087
P00743,GENE0743,Protein description 743,GENE0743_HUMAN,4994.278560238249,5,3,5478.762730442188,6,3,,6,4,7582.861563740853,4,3,6318.780750833821,6,3,6823.045130905316,5,4,4720.947814421339,4,3,4585.790635020392,5,3,5107.675130945141,6,3,0.39720490868416114,0.03675488141583801
P00744,GENE0744,Protein description 744,GENE0744_HUMAN,1306.897245534278,11,3,,12,2,1339.4818139056295,11,3,1592.312156715716,10,2,1826.6265002899745,11,3,1310.3625854526695,10,2,,12,3,1204.309680406228,12,3,1417.957531098399,10,2,0.23951328866078647,0.27535324075111556
P00745,GENE0745,Protein description 745,GENE0745_HUMAN,40597.26568232133,8,7,38109.69610960531,9,7,37302.419373718316,8,7,41989.779061195484,7,7,39318.68168698775,9,7,53559.35860086778,8,7,40188.79806953532,8,7,31593.909107654374,8,8,31661.559617154475,8,7,0.20519398704598402,0.21793847468159006
P00746,GENE0746,Protein description 746,GENE0746_HUMAN,169169.28054335646,9,5,178312.01481289574,8,6,179262.30972680403,9,5,3213548.322419004,9,5,3041713.927977095,9,5,2873762.817801334,10,5,173286.47169726767,8,5,145996.3398629861,10,6,118444.49385570578,9,5,4.114277733856326,1.7328204173112106e-07
P00747,GENE0747,Protein description 747,GENE0747_HUMAN,658773.7436786884,5,5,779869.1160192393,4,4,811747.265134156,5,4,700087.0883403078,3,4,912248.854127652,3,4,885638.7454086472,3,5,569376.0601341565,4,4,717315.9030793078,4,5,676238.0302346562,3,4,0.14654482609087438,0.38968911935014705
P00748,GENE0748,Protein description 748,GENE0748_HUMAN,80030.13657503806,6,5,82676.99306718585,4,5,78119.59399263308,6,5,747328.7349403066,5,4,538040.6100275136,4,4,614040.5233783587,5,4,63769.72198036072,6,5,65198.30740915865,5,4,70033.87438527572,6,5,2.9666208250131447,2.9102850072974042e-05
P00749,GENE0749,Protein description 749,GENE0749_HUMAN,14643.859964095509,9,5,16054.84163160621,10,6,20332.946879234085,9,6,25213.322480906834,11,6,22170.7565992551,9,6,14856.60228962312,9,6,16925.112670849725,11,6,16763.87122692417,9,5,16318.297852615726,11,5,0.2656082720375199,0.38029778789813923
P00750,GENE0750,Protein description 750,GENE0750_HUMAN,7881.814733479541,4,7,5886.686821833144,4,6,5861.34594490172,4,6,6499.665022117161,5,7,8209.956053564423,4,7,8628.748178374814,5,6,6089.455177555775,6,6,5894.9001491892395,6,7,6346.697689756299,4,7,0.25322514533023366,0.2522142187633902
P00751,GENE0751,Protein description 751,GENE0751_HUMAN,33674.327449580924,11,3,30748.559220773714,10,3,33786.44088667989,9,3,35959.57529902783,10,3,41857.961791961505,9,3,34189.40051484203,9,2,2235.546122868604,9,3,2687.17662033969,11,2,2481.507900556702,9,3,0.1856049483048139,0.13229600708451353
P00752,GENE0752,Protein description 752,GENE0752_HUMAN,19525.406495341515,13,8,19598.304788735662,13,7,18138.823516325792,13,7,20969.608100971625,15,8,21479.48645020811,15,7,22991.06724202827,13,7,13295.303981214225,15,7,15707.31678106802,14,7,18174.273604345733,15,7,0.19239016595501468,0.023353148323889045
P00753,GENE0753,Protein description 753,GENE0753_HUMAN,5783.771398949903,3,7,6766.3129359255445,3,6,5224.724115996598,2,6,6504.1090955184645,4,7,7097.099968310376,3,7,,4,7,593.3344855813399,4,7,586.3384643961135,4,7,601.9701835151704,3,6,0.2057121110886495,0.25799930681821137
P00754,GENE0754,Protein description 754,GENE0754_HUMAN,1085990.0050243845,14,3,1243800.9705250296,14,2,897328.3228730323,15,3,1220556.869597362,14,3,1603689.6297916907,13,2,1010287.8614963718,15,3,109249.58383128354,13,3,163019.2293463967,13,3,100962.16362800519,13,2,0.23540885504463915,0.37655352727818503
P00755,GENE0755,Protein description 755,GENE0755_HUMAN,761013.1980168789,3,6,607610.7820956315,4,5,869020.7947042121,3,5,14329869.934422398,3,6,12206530.629566068,3,6,13752341.004389051,5,6,477628.5172915738,4,6,558040.1172519162,4,5,643201.8841280759,5,5,4.182488291871145,1.4691011201788942e-05
P00756,GENE0756,Protein description 756,GENE0756_HUMAN,225460.44407541788,3,3,294739.3185520277,3,4,225793.95825664865,3,4,269165.14488531457,4,4,231709.1128607271,3,3,319556.75652193505,4,4,195473.42893858187,4,3,184945.3052077786,4,3,212338.4850682087,3,3,0.1365192743193795,0.5028900928153531
P00757,GENE0757,Protein description 757,GENE0757_HUMAN,6506.360927120468,12,4,7230.715886475694,13,4,8675.008385212852,12,3,7332.667948201567,13,4,7681.372980813211,11,3,7270.19575382974,11,4,5293.15755967289,12,3,6196.657781637678,12,4,5779.415320824587,12,3,0.0016140420239239006,0.9902137468820057
P00758,GENE0758,Protein description 758,GENE0758_HUMAN,165611.65971828665,5,7,112426.95165984481,4,7,138886.4748152665,3,8,,3,7,184338.93405130968,5,8,145514.26725882472,4,8,117747.44435965538,4,7,115853.85064346387,5,8,129181.3980927323,4,7,0.254861283297938,0.3734364294819298
P00759,GENE0759,Protein description 759,GENE0759_HUMAN,103437.00301907341,11,3,89234.56953213143,9,2,117030.07159654517,9,2,123480.53527432264,9,2,99529.76445030903,10,3,113065.00993138363,11,3,113081.87561765742,10,3,90074.352123708,10,3,80154.08726257485,10,2,0.12110993809597304,0.4497323251226891
P00760,GENE0760,Protein description 760,GENE0760_HUMAN,64076.028499511005,4,6,81254.06468778559,3,6,87148.25092074671,4,7,68583.15655261849,2,7,111648.26142217513,2,6,79608.30333312495,4,7,52598.33153119254,2,6,54902.57364069096,3,7,56683.8010612774,4,7,0.141988558938138,0.5969700918051588
P00761,GENE0761,Protein description 761,GENE0761_HUMAN,260970.67363098654,3,5,343783.2753589686,3,6,278016.400462911,3,6,264727.9401949564,2,5,376493.11029710574,2,5,327575.5418324381,3,6,266968.31894990255,4,5,294416.6561797319,3,6,271511.9790499485,4,5,0.1294681766931376,0.534033787333338
P00762,GENE0762,Protein description 762,GENE0762_HUMAN,86763.17514290183,5,7,88380.2320901599,3,6,102574.76554194948,3,6,151586.20319673227,5,7,122331.04092628104,4,7,121221.19323112417,5,6,85095.62655480926,5,6,80992.09907527087,5,6,76003.5807987459,5,7,0.5049815634491601,0.01785928104417859
P00763,GENE0763,Protein description 763,GENE0763_HUMAN,100186.25234596821,9,6,122545.43856433305,8,7,128103.34551081012,8,7,132646.0908139271,9,6,127572.31762461604,7,6,98270.7141189587,7,6,101815.03782681497,7,7,113945.53696059143,7,6,79320.56239072808,9,6,0.02680713974877591,0.8851790915854719
P00764,GENE0764,Protein description 764,GENE0764_HUMAN,118811.74881297362,6,5,83428.86601900728,6,5,99635.07017668882,5,6,104226.76254736359,4,6,95018.12499048478,4,5,102550.51532572857,6,6,86085.47872589662,4,5,84619.03294652567,5,6,79680.9309367847,5,6,0.013437853884205708,0.9341832011025202
P00765,GENE0765,Protein description 765,GENE0765_HUMAN,73945.85479850495,4,3,56839.464023669905,4,2,56964.185945365156,4,3,884867.2609185368,4,3,850164.3093060837,5,2,757521.7478438051,3,3,49727.99514317328,4,3,50658.64341188084,5,3,52522.12124673072,4,3,3.7389523160006437,1.2644114756385997e-05
P00766,GENE0766,Protein description 766,GENE0766_HUMAN,1528.0013083619358,11,8,1633.5978637539943,12,8,1778.287628668039,13,7,1536.9001530672963,13,7,1781.0463560413348,12,7,1666.5807449398621,13,7,112.68114035406333,13,8,122.73515959883684,11,7,99.55208191594006,12,7,0.013150790005573398,0.8887808858153429
P00767,GENE0767,Protein description 767,GENE0767_HUMAN,33008.26259916813,4,5,35510.69350599783,5,5,38220.13406643174,5,5,50275.82275138109,3,5,43291.39724396791,5,5,50637.859146850475,5,6,50000.131299298235,3,6,37017.958148417645,4,6,27735.81858511885,4,6,0.4329159948423147,0.010634785308230406
P00768,GENE0768,Protein description 768,GENE0768_HUMAN,14679.69810111467,2,4,13084.075371324356,2,3,12204.4356258939,4,4,16300.32316610968,4,3,14225.975767177499,4,4,17329.27072505403,3,4,11780.118361961297,3,3,15183.932333463192,3,4,9841.945429781648,2,4,0.2591997551263585,0.08633971375549578
P00769,GENE0769,Protein description 769,GENE0769_HUMAN,4072.0905898783126,2,2,3280.906471242785,4,2,3254.8877244349,3,3,3468.577188661456,2,3,3932.266730360088,2,2,4817.979848813936,3,2,2840.0227643065655,4,3,3143.17108078214,2,3,3849.0643082513634,3,3,0.1985538769766766,0.31755885634168585
P00770,GENE0770,Protein description 770,GENE0770_HUMAN,617287.7054064542,12,2,706602.9469392045,12,1,608290.3189888592,13,1,605897.5310246905,12,1,654557.6439472304,14,1,649709.7287864905,12,1,548744.1014384063,13,2,528972.1185288646,12,2,618081.7795488049,12,2,-0.01407116088751792,0.8645944878439431
P00771,GENE0771,Protein description 771,GENE0771_HUMAN,631618.5044423231,8,4,727516.1819831512,8,3,638081.0196083777,7,3,586188.6510238781,7,4,841686.2102244206,9,4,773584.0642790474,7,3,53018.93237495948,7,4,56373.59094509616,7,3,56609.92614405129,8,4,0.1268110657975754,0.49899725826120933
P00772,GENE0772,Protein description 772,GENE0772_HUMAN,252918.60244464653,15,1,367699.7810366781,14,1,392639.16222631023,13,2,375535.861817305,15,1,416311.6206587556,13,1,401516.1577422321,13,1,272080.506370013,13,2,260627.91487885622,13,2,304753.0791054627,15,2,0.260555671223333,0.267364495945542
P00773,GENE0773,Protein description 773,GENE0773_HUMAN,52943.31349184178,11,8,64163.769384690975,11,8,65042.71071949291,13,7,50136.30568674366,12,8,65470.513685228834,11,8,52229.50388616651,13,8,39497.33720129455,11,8,40393.330095333346,13,7,48342.25906380917,12,8,-0.12200959279718937,0.470856914941602
P00774,GENE0774,Protein description 774,GENE0774_HUMAN,269772.0148965212,4,5,349537.0782953648,6,4,315439.0417447155,6,5,439649.0811308917,5,4,338298.7353217529,4,4,332991.31558804505,4,4,251061.84272318849,6,5,279534.73882444826,4,4,309908.88706712594,5,4,0.24519578599657166,0.22136751749931768
P00775,GENE0775,Protein description 775,GENE0775_HUMAN,33598.31131112291,11,5,32812.44169048143,11,6,35549.2066032634,11,6,36698.16838043787,12,5,39939.392209800775,11,6,,13,6,25640.249563759124,12,5,24966.058425292584,12,6,24808.308214745477,12,5,0.1726105391723447,0.07259736956004137
P00776,GENE0776,Protein description 776,GENE0776_HUMAN,43282.52306791271,6,6,46578.61489183883,7,6,42680.12323297151,8,6,61570.96891728705,6,6,44420.806122810085,6,7,44125.01835013709,6,7,43859.1596509752,6,7,36421.979932379385,7,6,50708.3906315959,7,6,0.16268868111591495,0.3757317855693704
P00777,GENE0777,Protein description 777,GENE0777_HUMAN,4566.186330655245,9,8,4946.242833460494,9,7,5986.087214508637,8,7,6760.2031317178435,10,8,5328.534895955294,8,8,,10,7,5136.333291711865,10,8,4867.714531069621,9,8,4784.164950638914,10,8,0.22575738798472678,0.3346101453114537
P00778,GENE0778,Protein description 778,GENE0778_HUMAN,66368.24400645672,8,5,55740.46583910109,9,4,71272.10068336126,7,4,66544.346802327,8,5,67517.95426754668,9,5,81782.48690511649,8,4,59269.0347803436,9,5,58711.76657461328,9,4,48164.019221223876,7,4,0.15960787507809293,0.32516222755998286
P00779,GENE0779,Protein description 779,GENE0779_HUMAN,31222.20088030345,11,1,29537.952432955284,10,1,43044.13922198148,10,2,,12,2,49811.898821978735,10,2,41252.77561142647,12,1,34783.46789901634,10,1,41821.567729368944,12,2,30241.313843946147,12,2,0.4101711736857183,0.1872701478585507
P00780,GENE0780,Protein description 780,GENE0780_HUMAN,3032.9359896011733,3,6,3135.5389323232366,3,6,3425.6625980535214,4,5,3174.734253475463,4,6,4062.8485723004133,5,6,3878.9345383371037,5,5,3301.970103192594,5,5,3475.461837739421,3,5,3329.917976787394,3,5,0.20632543674266657,0.1637088523795068
